Well ID,DAYS,OIL,GAS,WATER
1,0.0,630.8680002,1157.095194,66.67199204
1,31.0,552.8743491,1444.594307,33.96497708
1,61.0,556.6482354,1160.644566,0.0
1,92.0,440.915721,1238.7307449999998,0.0
1,122.0,340.2787518,1029.317811,0.0
1,153.0,435.25489139999996,1210.335771,0.0
1,184.0,305.6847937,1213.885142,0.0
1,212.0,271.7198166,1039.965926,0.0
1,243.0,412.6115734,791.5099027000001,0.0
1,273.0,264.1720439,1089.6571310000002,0.0
1,304.0,234.60993430000002,1057.712785,0.0
1,334.0,322.6672822,1047.0646689999999,0.0
1,365.0,233.98095319999996,1121.601476,11.95064008
1,396.0,226.43318050000002,1174.8420529999999,11.32165903
1,426.0,228.9491047,1043.515298,0.0
1,457.0,186.80737390000002,905.0897991,0.0
1,487.0,239.6417827,1093.206502,6.28981057
1,518.0,315.1195096,1047.0646689999999,40.25478765
1,549.0,283.0414757,961.8797472000001,26.41720439
1,577.0,245.3026122,784.4111592,0.0
1,608.0,271.7198166,795.0592745,19.49841277
1,638.0,323.92524439999994,961.8797472000001,9.434715855
1,669.0,223.91725630000002,851.8492226,8.805734798
1,699.0,144.0366621,809.2567615,0.0
1,730.0,241.5287259,851.8492226,0.0
1,761.0,190.58126030000003,741.818698,0.0
1,791.0,172.96979069999998,695.6768652000001,19.49841277
1,822.0,201.2739382,724.0718392000001,6.28981057
1,852.0,223.2882752,681.4793781000001,0.0
1,883.0,191.2102413,759.5655569,0.0
1,914.0,203.1608814,645.9856605,0.0
1,943.0,199.38699509999998,582.0969687999999,20.12739382
1,974.0,236.49687740000002,539.5045077000001,20.12739382
1,1004.0,216.9984647,546.6032512,21.38535594
1,1035.0,201.9029193,521.7576489,15.72452643
1,1065.0,222.65929419999998,528.8563924,7.547772684
1,1096.0,222.0303131,528.8563924,0.6289810570000001
1,1127.0,249.0764986,496.9120465,0.0
1,1157.0,259.1401955,472.0664442,0.0
1,1188.0,239.6417827,461.4183289,0.0
1,1218.0,240.27076380000003,401.079009,11.32165903
1,1249.0,319.522377,425.9246113,0.0
1,1280.0,331.47301699999997,475.615816,16.35350748
1,1308.0,257.8822334,404.6283808,5.6608295129999995
1,1339.0,278.6386083,365.58529139999996,25.15924228
1,1369.0,294.99211569999994,322.99283030000004,22.014337
1,1400.0,309.45867999999996,383.3321502,8.805734798
1,1430.0,288.70230519999996,369.1346631,16.35350748
1,1461.0,319.522377,322.99283030000004,9.434715855
1,1492.0,336.5048655,280.40036910000003,8.805734798
1,1522.0,339.02078969999997,283.9497409,5.0318484560000005
1,1553.0,281.1545325,291.04848439999995,8.176753741
1,1583.0,116.3614955,117.12926809999999,15.72452643
1,1614.0,954.1642635,468.5170725,49.06052245
1,1645.0,823.3362036,858.9479662,55.35033302
1,1673.0,535.8918606000001,958.3303755000001,16.35350748
1,1704.0,486.8313381,954.7810037,16.98248854
1,1734.0,500.6689214,798.6086462000001,11.32165903
1,1765.0,406.95074389999996,883.7935685000001,1.886943171
1,1795.0,347.8265245,727.621211,5.6608295129999995
1,1826.0,446.5765505,748.9174416000001,14.46656431
1,1857.0,510.1036371999999,795.0592745,6.918791627
1,1887.0,411.3536113,631.7881735000001,10.69267797
1,1918.0,442.1736831,596.2944557999999,8.176753741
1,1948.0,449.09247469999997,532.4057642,6.28981057
1,1979.0,404.4348197,408.1777525,2.5159242280000003
1,2010.0,407.5797249,383.3321502,6.918791627
1,2038.0,374.87271,365.58529139999996,1.886943171
1,2069.0,388.7102932,333.6409455,2.5159242280000003
1,2099.0,306.94275580000004,397.5296372,30.19109074
1,2130.0,448.46349360000005,393.9802655,4.402867399
1,2160.0,406.3217628,319.4434585,11.95064008
1,2191.0,351.6004109,372.6840349,20.12739382
1,2222.0,364.180032,273.3016256,30.19109074
1,2252.0,282.41249460000006,173.91921630000002,13.2086022
1,2283.0,200.0159761,120.6786399,18.24045065
1,2313.0,340.2787518,117.12926809999999,76.73568895
1,2344.0,832.7709195,358.4865479,1.886943171
1,2375.0,517.6514099,255.5547668,37.73886342
1,2404.0,471.7357928,216.51167740000002,1.2579621140000001
1,2435.0,520.7963152,248.4560233,0.6289810570000001
1,2465.0,469.21986849999996,205.8635621,36.48090131
1,2496.0,480.54152750000003,248.4560233,20.12739382
1,2526.0,505.07178880000004,255.5547668,6.918791627
1,2557.0,504.44280769999995,191.6660751,18.24045065
1,2588.0,479.2835654,184.5673316,16.35350748
1,2618.0,358.5192025,141.97487040000001,14.46656431
1,2649.0,315.1195096,113.57989640000001,14.46656431
1,2679.0,277.38064610000004,92.28366579,0.0
1,2710.0,328.32811180000004,95.83303755,3.144905285
1,2741.0,406.3217628,88.73429403,1.886943171
1,2769.0,301.2819263,81.6355505,0.0
1,2800.0,301.2819263,70.98743522,54.72135196
1,2830.0,374.2437289,56.78994818,6.28981057
1,2861.0,359.1481835,46.14183289,6.28981057
1,2891.0,345.3106003,63.8886917,4.402867399
1,2922.0,520.7963152,145.52424219999997,8.176753741
1,2953.0,555.3902732999999,81.6355505,2.5159242280000003
1,2983.0,398.7739901,67.43806346,3.144905285
1,3014.0,454.1243232,70.98743522,12.57962114
1,3044.0,372.3567857,78.08617874,13.2086022
1,3075.0,386.8233501,67.43806346,9.434715855
1,3106.0,382.4204827,106.48115279999999,7.547772684
1,3134.0,405.0638007,127.7773834,21.38535594
1,3165.0,877.4285745,308.7953432,8.805734798
1,3195.0,671.1227878,212.9623057,7.547772684
1,3226.0,671.1227878,234.25853619999998,6.28981057
1,3256.0,656.6562235,237.807908,7.547772684
1,3287.0,172.96979069999998,163.271101,8.176753741
1,3318.0,635.8998486,234.25853619999998,11.95064008
1,3348.0,569.2278566000001,234.25853619999998,11.32165903
1,3379.0,578.6625723999999,269.7522538,12.57962114
1,3409.0,545.3265763999999,202.3141904,12.57962114
1,3440.0,520.7963152,195.21544690000002,1.2579621140000001
1,3471.0,445.31858839999995,184.5673316,0.0
1,3499.0,477.39662230000005,195.21544690000002,7.547772684
1,3530.0,544.6975954,202.3141904,10.69267797
1,3560.0,486.20235710000003,184.5673316,8.176753741
1,3591.0,582.4364588,266.2028821,6.918791627
1,3621.0,881.2024608999999,365.58529139999996,16.98248854
1,3652.0,607.5957011,209.4129339,0.0
1,3683.0,604.4507957999999,248.4560233,0.0
1,3713.0,577.4046103,255.5547668,0.0
1,3744.0,548.4714817,273.3016256,4.402867399
1,3774.0,544.6975954,326.542202,11.32165903
1,3805.0,586.2103451,351.3878043,14.46656431
1,3836.0,550.3584248999999,322.99283030000004,21.38535594
1,3865.0,521.4252963,308.7953432,18.24045065
1,3896.0,549.7294437999999,351.3878043,19.49841277
1,3926.0,462.30107689999994,262.6535103,18.24045065
1,3957.0,564.8249892000001,351.3878043,38.99682553
1,3987.0,552.8743491,198.7648186,22.64331805
1,4018.0,549.7294437999999,212.9623057,20.75637488
1,4049.0,588.7262694,276.8509974,15.09554537
